Organism Name,Region,Average_lifespan_days,Tip_Name,Genome_size_bp,AA_OE,AT_OE,AG_OE,AC_OE,TA_OE,TT_OE,TG_OE,TC_OE,GA_OE,GT_OE,GG_OE,GC_OE,CA_OE,CT_OE,CG_OE,CC_OE,CA_and_TG_OE,AC_and_GT_OE,AG_and_CT_OE,GA_and_TC_OE,AA_and_TT_OE,CC_and_GG_OE
Acanthocheilonema viteae,downstream1,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1368539869159628,0.9844689365996834,0.8841549801611321,0.8446495265372472,0.6802365353742648,1.1905613707118734,1.2095743972630395,1.0791145366798036,1.121226690408086,0.8243475997990654,0.8976016257885827,1.1994438735118456,1.1218037672361303,0.9132212113504402,1.01146043015865,0.9328381830325342,,,,,,
Acanthocheilonema viteae,downstream2,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1684164113803417,0.9369578153072976,0.924211125305622,0.8819785129573986,0.7502592607309692,1.1217230384678385,1.1550688932536768,1.0436701078905062,1.1179243288466632,0.8865973338583375,0.884368692111652,1.1915019987296849,1.1925844675710535,0.9251628974128276,0.8613696301496152,0.9322431400683427,,,,,,
Acanthocheilonema viteae,exon,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1288741800029602,1.0355173284032333,0.8513216294341928,0.898776862436293,0.6678069373932091,1.1468377448312288,1.2497913216811525,1.0765448061168277,1.1055329695714706,0.8466949423735901,0.8572061844353978,1.1758239364390068,1.1767663740119938,0.905407646083394,1.0073010133433378,0.850902677911024,,,,,,
Acanthocheilonema viteae,genome,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,,0.964463,,,0.749057,,,,,,,1.244298,,,0.940368,,1.1493039644246879,0.8279231144518652,0.8834866352240133,1.077955140063175,1.1560449846642504,0.98110499585049
Acanthocheilonema viteae,intergenic,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,,0.9700548006821608,,,0.7602108944451833,,,,,,,1.3143667216228816,,,0.9261510832839086,,1.1503708035270555,0.790790899876201,0.8723121426708459,1.0910564040042772,1.1521763802859544,1.0113803983753045
Acanthocheilonema viteae,intron,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1546970053244372,0.9311572449141658,0.9829288960421344,0.8619227603902977,0.7748804968004557,1.143753097907117,1.0783631724674074,1.0640292941908818,1.0748097183187182,0.8738282314262841,0.8848496456910031,1.2036196203337783,1.1959842049781528,0.9229279695753836,0.8494411578884402,0.9378157966087192,,,,,,
Acanthocheilonema viteae,upstream1,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1347313953927003,0.9677649052484208,0.9165137396062388,0.8880790311352519,0.7689656023462137,1.1198771278261257,1.1112783675111066,1.067853699903299,1.104876287344635,0.8690741247083105,0.979498658132573,1.1263233915803157,1.1665313136971565,0.9226646719804834,0.9268995491808084,0.9186554712760376,,,,,,
Acanthocheilonema viteae,upstream2,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1334101331451931,0.9862293024016676,0.9010548511732014,0.8806293809658479,0.7246097624218081,1.1542145889715183,1.1250069317737466,1.0726226967395658,1.1033799552875387,0.8797231963541631,0.9250091471757464,1.1502817718090663,1.2034136583067607,0.8372589215090834,1.0295599781171585,0.8904131506447408,,,,,,
Acanthopleura granulata,downstream1,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.019859245025999,0.8592450740769302,1.1437718020172665,0.9459642678755744,0.6102069977379418,1.146270494598547,1.2969868716650723,1.0547588303195854,1.151462018425968,0.9188013570167228,0.9626790183801124,0.9261505417170944,1.2746725079436476,1.109197995755435,0.4810547170408655,1.0944292433294132,,,,,,
Acanthopleura granulata,downstream2,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.0517639614594667,0.9127695489264408,1.0124040132834071,1.0501171610754645,0.7231299516491726,1.033240609850391,1.3788376133519706,0.9514798521876554,1.005112089352978,1.0608166803594732,0.9527339311973916,0.9418104440116408,1.3864259804013548,1.0155876492720166,0.3798530247740379,1.0702078730599716,,,,,,
Acanthopleura granulata,exon,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,0.9996054670872632,0.8950840340920486,1.1394741128628227,0.9666609960455008,0.5916026645812725,1.063302845181564,1.3599107207002552,1.077460714904526,1.1399145413413665,0.9358549494964368,0.9445864768501592,0.8899215283467833,1.285198428332854,1.1597021506627998,0.4575513468941147,1.1027474572794542,,,,,,
Acanthopleura granulata,genome,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,,0.942263,,,0.801009,,,,,,,0.994112,,,0.642439,,1.2562205414510685,1.0330662721275847,0.9575990824807398,0.9481907224190544,1.0639366775865373,1.034052315180747
Acanthopleura granulata,intergenic,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,,0.9528325557995716,,,0.819767552153606,,,,,,,1.008920130598097,,,0.71560138734541,,1.2295725692465287,1.0317608030846597,0.9377316990904223,0.9436713885662006,1.0671548784985911,1.028308626204209
Acanthopleura granulata,intron,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.0742924796020912,0.9242720104032512,0.9957483639542752,1.0190082890238366,0.7713331950473079,1.040548930463089,1.3311472761548002,0.9413030418756664,0.932804731382756,1.0652123709606385,0.9985130285135052,0.984389906924671,1.3470972632970963,0.9841264236956352,0.4315091354540283,1.089783049268351,,,,,,
