Organism Name,Region,Average_lifespan_days,Tip_Name,Genome_size_bp,AA_OE,AT_OE,AG_OE,AC_OE,TA_OE,TT_OE,TG_OE,TC_OE,GA_OE,GT_OE,GG_OE,GC_OE,CA_OE,CT_OE,CG_OE,CC_OE,CA_and_TG_OE,AC_and_GT_OE,AG_and_CT_OE,GA_and_TC_OE,AA_and_TT_OE,CC_and_GG_OE
Acanthocheilonema viteae,downstream1,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.0753053494635454,1.0131204391884596,0.8819730419611449,0.9076783513254706,0.7162331523541584,1.1635999922011249,1.2052278540501895,1.0569250559612362,1.1227288301374003,0.8596652419797851,0.9072814350461512,1.1147708588965837,1.1726802810869073,0.867045697588736,1.0060647139563814,0.949515017709364,,,,,,
Acanthocheilonema viteae,downstream2,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.181930280784746,0.9437657685419673,0.9032596338088102,0.8375820304889543,0.7347304591147741,1.1383402547650172,1.151998424178411,1.076205666325789,1.1121731273652298,0.8546966293906509,0.9246557209662272,1.2090576707322185,1.1737615497224487,0.9111817134216496,0.8958769975735336,0.9502012080703444,,,,,,
Acanthocheilonema viteae,exon,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.0989474297739643,1.0683574221542456,0.8420258559527078,0.929294840435026,0.6712730107922998,1.1133300816777123,1.278437337099105,1.0774469795892272,1.0990109772111916,0.8788829092110435,0.8671083239648812,1.1147878010939178,1.1952041350243454,0.8814071559918467,0.9921549294454044,0.8765698775046711,,,,,,
Acanthocheilonema viteae,genome,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,,0.964463,,,0.749057,,,,,,,1.244298,,,0.940368,,1.1493039644246879,0.8279231144518652,0.8834866352240133,1.077955140063175,1.1560449846642504,0.98110499585049
Acanthocheilonema viteae,intergenic,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,,0.9700548006821608,,,0.7602108944451833,,,,,,,1.3143667216228816,,,0.9261510832839086,,1.1503708035270555,0.790790899876201,0.8723121426708459,1.0910564040042772,1.1521763802859544,1.0113803983753045
Acanthocheilonema viteae,intron,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1693696270370888,0.9388542355531286,0.9419055951331644,0.8316308190660384,0.7578640652850676,1.1494797241053485,1.096338866599296,1.0853904122964868,1.080569503421785,0.8525757241271216,0.9114168195406144,1.229472446671938,1.200065510319541,0.9004132756595765,0.8749717280385493,0.938985481876996,,,,,,
Acanthocheilonema viteae,upstream1,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1491094416315106,0.964516961598118,0.9089337676051864,0.8498487608069905,0.7527766909793533,1.1370528957613817,1.1200923155803657,1.0862728557978458,1.0992470319859684,0.8548659040093833,0.974179845482005,1.1673044965158192,1.1764986977767982,0.8925831050084999,0.9317545860355756,0.9432118307625338,,,,,,
Acanthocheilonema viteae,upstream2,730.2,Acanthocheilonema_viteae_ott295364,81095982.0,1.1184126164301382,1.0139219738438874,0.8727878532472535,0.8920239979372564,0.7299354573886502,1.1496904549500944,1.1400312071329222,1.064611384157198,1.0796676207460747,0.8699436333075956,0.9674071372996892,1.14402038545161,1.2207786861750127,0.8194152778853665,1.0153755228305452,0.904557304428772,,,,,,
Acanthopleura granulata,downstream1,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,0.9943143366185968,0.8787424688665442,1.081297630600088,0.9744616030756398,0.6695970139645939,1.0935419863997538,1.2712238451655398,1.0601454127343195,1.158613500678893,0.9562965578346638,0.9594133693295088,0.8895403157122056,1.1953292727355855,1.0985196600175755,0.6481210861108165,1.0849194391434112,,,,,,
Acanthopleura granulata,downstream2,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.04962393497101,0.944834156016476,0.9750770492820182,1.038160864562332,0.7741892409253394,1.0592790169428397,1.283711994847714,0.9388497377250832,1.0014992242183702,1.0210873158021363,0.9943269755974892,0.9716275604122696,1.271683078857883,0.971404400526192,0.6056852503310841,1.0643762497664933,,,,,,
Acanthopleura granulata,exon,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,0.9961385489971196,0.9113088354023732,1.090296687024562,0.9974418759866652,0.6081402924041377,1.0305336654475932,1.3205806636908115,1.096134511280949,1.140516824841527,0.9689996895462304,0.9635821489406928,0.8675727976070351,1.2224038478957615,1.1205406380056284,0.6102221304446536,1.06695975221937,,,,,,
Acanthopleura granulata,genome,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,,0.942263,,,0.801009,,,,,,,0.994112,,,0.642439,,1.2562205414510685,1.0330662721275847,0.9575990824807398,0.9481907224190544,1.0639366775865373,1.034052315180747
Acanthopleura granulata,intergenic,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,,0.9528325557995716,,,0.819767552153606,,,,,,,1.008920130598097,,,0.71560138734541,,1.2295725692465287,1.0317608030846597,0.9377316990904223,0.9436713885662006,1.0671548784985911,1.028308626204209
Acanthopleura granulata,intron,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.0782362846611335,0.9292409118554518,0.9782035159261108,1.0264095908810562,0.7946555725574541,1.0441817673113072,1.2959434871028654,0.934340231031224,0.9292976280276912,1.0711212956229406,0.9795835546136004,0.9935059451308688,1.3126402677506928,0.9632832975110632,0.5258816457861786,1.0833199118186732,,,,,,
Acanthopleura granulata,upstream1,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.0729861321910978,0.939831673133903,0.9575377008883644,1.0270344229311332,0.7970045903400996,1.0749439152359888,1.2279849909190026,0.947007000955328,0.9704256295762294,1.027064236398279,1.0027657511286494,1.0002910519327628,1.222329339997797,0.9488138283647822,0.7248036604827114,1.0387211687058493,,,,,,
Acanthopleura granulata,upstream2,2069.854167,Acanthopleura_granulata_ott457177,606536932.0,1.0466729527083842,0.9374539002539176,1.0013717876274189,1.01375490322202,0.7202384496672276,1.080279900745564,1.2377293645992893,1.007057543168899,1.059220336531871,0.9949520490465692,0.9823101412855646,0.9436159730088128,1.2210029888567977,0.9857353848217344,0.7232788842989053,1.0371434091748883,,,,,,
Acanthoscurria geniculata,downstream1,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,1.063490677146923,0.8963773924005203,1.0798207406940132,0.8819836966399617,0.7055673834732162,1.0913386829129554,1.2557985344371163,1.0968203702489716,1.1713500572278772,0.9103339365398156,0.8880755947149741,0.964315211991214,1.0993305921410623,1.1480887271843734,0.645868220311392,1.1108363605334737,,,,,,
Acanthoscurria geniculata,downstream2,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,1.1363816254403234,0.8796159335773892,0.9968564502557088,0.9729029271142828,0.7479898624941512,1.1349735937205732,1.2042926562147014,0.9824156029165716,1.02373084936166,0.9829788145824524,0.9810634540084602,1.0095925864816964,1.170746543893734,1.002585979380792,0.6600948640393104,1.0706652689702725,,,,,,
Acanthoscurria geniculata,exon,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,1.084583029961272,0.9088142401862432,1.0736776862805184,0.8937168620321136,0.65248951200541,1.090654085776128,1.2791217810668452,1.1156078103908371,1.1609654380462464,0.9184268887754282,0.9042759556924352,0.9558115481627518,1.1232160978586865,1.127334562245986,0.630025222204246,1.075232306073876,,,,,,
Acanthoscurria geniculata,genome,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,,0.896443,,,0.74156,,,,,,,1.014518,,,0.757147,,1.1923718122407247,0.9906631279002304,0.960868246903614,0.9895898747194454,1.136148378427564,1.0148246612288565
Acanthoscurria geniculata,intergenic,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,,0.8965295975169122,,,0.7417170863940094,,,,,,,1.0146566769345695,,,0.7584361627458709,,1.1922108791274781,0.990952748925938,0.9603359157128122,0.9893327682296926,1.1362382261828778,1.0146338557073218
Acanthoscurria geniculata,intron,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,1.1338017589279383,0.8936992225238026,0.9850305768190284,0.9788876913275428,0.741479317454541,1.1245737948712125,1.2206689800024764,0.9761169048594526,0.9871278471382644,0.990001072665508,1.015647650256264,1.0116155134633316,1.2202245225231032,0.9792092652725932,0.6458297942175019,1.0609134036043195,,,,,,
Acanthoscurria geniculata,upstream1,3491.0,Acanthoscurria_geniculata_ott44519,7178402394.0,1.1515307142608988,0.8722003931183588,0.9963952274311132,0.9747638873007496,0.7433767081299115,1.1355836391747285,1.1926253750104483,0.9733400664125555,1.0181309352012635,0.9885943362976232,0.9658689922895888,1.0286938353254762,1.1695166472544365,0.9898667681796454,0.7169677918605538,1.0543083662284616,,,,,,
